,Author,Published Date,Title,Text,Title_without_stopwords,Text_without_stopwords,Language,Site_url,Main_img_url,Type,Label,hasImage,camefrom,summarized_text,keywords
160,The Guardian,2022-10-18,"Iran protesters need same western support as Ukraine, say exiles","A prominent group of Iranians in exile, human rights activists and families of dual-national political prisoners has called on the west to do more to help Iranians demands for freedom.
The EU, US an… [+2676 chars]","Iran protesters need western support Ukraine , say exiles","A prominent group Iranians exile , human rights activists families dual-national political prisoners called west help Iranians demands freedom . The EU , US an… [ +2676 chars ]",English,https://www.theguardian.com/world/2022/oct/18/iran-west-action-urged-joint-letter,https://i.guim.co.uk/img/media/6472414abbc92ac4b1e966d5b720692ec8d3dc06/0_172_4668_2801/master/4668.jpg?width=1200&height=630&quality=85&auto=format&fit=crop&overlay-align=bottom%2Cleft&overlay-width=100p&overlay-base64=L2ltZy9zdGF0aWMvb3ZlcmxheXMvdGctZGVmYXVsdC5wbmc&enable=upscale&s=dac81dc84b8e57f449fa08f7ee09db9a,Unknown,Unknown,True,newsAPI," A prominent group of Iranians in exile, human rights activists and families of dual-national political prisoners has called on the west to do more to help Iranians demands for freedom . The EU, US an… an… group of Iranian in exile calls on the West to help .","('iranians', 0.5733)"
161,The Guardian,2022-10-18,The Guardian view on resistance in Iran: the people v the regime | Editorial,It is now more than a month since the death of Mahsa Amini following her detention by morality police for improper hijab ignited outrage in Iran. The protests set alight by the death of the 22-year-o… [+3522 chars],The Guardian view resistance Iran : people v regime | Editorial,It month since death Mahsa Amini following detention morality police improper hijab ignited outrage Iran . The protests set alight death 22-year-o… [ +3522 chars ],English,https://www.theguardian.com/commentisfree/2022/oct/18/the-guardian-view-on-resistance-in-iran-the-people-v-the-regime,https://i.guim.co.uk/img/media/f8f453460d77a7f04de17901e67395ccaa2b2f8d/0_234_5467_3280/master/5467.jpg?width=1200&height=630&quality=85&auto=format&fit=crop&overlay-align=bottom%2Cleft&overlay-width=100p&overlay-base64=L2ltZy9zdGF0aWMvb3ZlcmxheXMvdGctb3BpbmlvbnMucG5n&enable=upscale&s=5be153e0e12309b5728f2caf52d5effb,Unknown,Unknown,True,newsAPI," It is now more than a month since the death of Mahsa Amini following her detention by morality police for improper hijab ignited outrage in Iran . The protests set alight by the 22-year-old's death ignited outrage across the country . The death of Amini, 22, sparked protests across Iran .","('protests', 0.4227)"
162,BBC News,2022-10-17,Germany extends nuclear power amid energy crisis,"German Chancellor Olaf Scholz has ordered the country's three remaining nuclear power stations to keep operating until mid-April, as the energy crisis sparked by Russia's invasion of Ukraine hurts th… [+1538 chars]",Germany extends nuclear power amid energy crisis,"German Chancellor Olaf Scholz ordered country 's three remaining nuclear power stations keep operating mid-April , energy crisis sparked Russia 's invasion Ukraine hurts th… [ +1538 chars ]",English,https://www.bbc.co.uk/news/world-europe-63294697,https://ichef.bbci.co.uk/news/1024/branded_news/F7AB/production/_127230436_mediaitem127230435.jpg,Unknown,Unknown,True,newsAPI," German Chancellor Olaf Scholz has ordered the country's three remaining nuclear power stations to keep operating until mid-April . The energy crisis sparked by Russia's invasion of Ukraine hurts the economy, says the German Chancellor . Germany's energy crisis was sparked by the Russia's annexation of Ukraine .","('nuclear', 0.4585)"
163,Politico,2022-10-18,Danchenko acquitted on all counts in Durham Russia probe,"A federal jury has acquitted Russian policy researcher Igor Danchenko on false-statement charges brought by Special Counsel John Durham.
The not guilty verdicts, delivered after a weeklong trial in … [+165 chars]",Danchenko acquitted counts Durham Russia probe,"A federal jury acquitted Russian policy researcher Igor Danchenko false-statement charges brought Special Counsel John Durham . The guilty verdicts , delivered weeklong trial … [ +165 chars ]",English,https://www.politico.com/news/2022/10/18/danchenko-acquitted-on-all-counts-in-durham-russia-probe-00062380,https://static.politico.com/da/f5/44342c424c68b675719324b1106b/politico.jpg,Unknown,Unknown,True,newsAPI," A federal jury acquits Russian policy researcher Igor Danchenko on false-statement charges brought by Special Counsel John Durham . The not guilty verdicts, delivered after a weeklong trial in … a federal jury, were delivered after the trial in Moscow . The verdicts were delivered in favor of the prosecution .","('danchenko', 0.537)"
164,NPR,2022-10-18,Biden to release another 15M barrels from strategic reserve,"President Biden, seen here in Washington on Tuesday, will announce Wednesday the release of an additional 15 million barrels from the Strategic Petroleum Reserve.
Evan Vucci/AP
President Biden will… [+3194 chars]",Biden release another 15M barrels strategic reserve,"President Biden , seen Washington Tuesday , announce Wednesday release additional 15 million barrels Strategic Petroleum Reserve . Evan Vucci/AP President Biden will… [ +3194 chars ]",English,https://www.npr.org/2022/10/18/1129788081/biden-to-release-another-15m-barrels-from-strategic-reserve,https://media.npr.org/assets/img/2022/10/18/ap22291611539068_wide-d46230630771077e06b849a73042af890d2add69-s1400-c100.jpg,Unknown,Unknown,True,newsAPI, President Biden will announce Wednesday the release of an additional 15 million barrels from the Strategic Petroleum Reserve . The announcement will be announced in a speech in Washington on Wednesday . Biden will be the first president to announce a release of more than 150 million barrels in the S&P Reserve .,"('barrels', 0.4856)"
165,Business Insider,2022-10-18,A 5-step timeline suggests inflation is set to cool down into early 2023 as favorable year-over-year comparison come into focus,"Investors have been conditioned to expect stubbornly high inflation prints in recent months, but a combination of factors suggest disinflation will be apparent heading into next year, according to Ra… [+3326 chars]",A 5-step timeline suggests inflation set cool early 2023 favorable year-over-year comparison come focus,"Investors conditioned expect stubbornly high inflation prints recent months , combination factors suggest disinflation apparent heading next year , according Ra… [ +3326 chars ]",English,https://markets.businessinsider.com/news/stocks/inflation-outlook-disinflation-likely-yearly-comparisons-turn-favorable-goods-services-2022-10,https://i.insider.com/624df5ef1096d50018d1d32b?width=1200&format=jpeg,Unknown,Unknown,True,newsAPI," Investors have been conditioned to expect stubbornly high inflation prints in recent months . But a combination of factors suggest disinflation will be apparent heading into next year, according to Ra Ra… [Raisa] Raad . Raad: Disinflation is likely to be visible heading into 2015 .","('inflation', 0.6597)"
166,Sports Illustrated,2022-10-18,Brittney Griner Releases Statement on 32nd Birthday,WNBA star Brittney Griner celebrated her 32nd birthday from a Russian jail cell Tuesday while serving a nine-year prison sentence and released a statement via her lawyer to all her fans and supporter… [+820 chars],Brittney Griner Releases Statement 32nd Birthday,WNBA star Brittney Griner celebrated 32nd birthday Russian jail cell Tuesday serving nine-year prison sentence released statement via lawyer fans supporter… [ +820 chars ],English,https://www.si.com/wnba/2022/10/18/brittney-griner-statement-supporters-on-32nd-birthday-jail-russia,https://www.si.com/.image/t_share/MTkzMTE5MDMxNjM1NDg2MjYx/brittney-griner.jpg,Unknown,Unknown,True,newsAPI, WNBA star Brittney Griner celebrated her 32nd birthday from a Russian jail cell Tuesday while serving a nine-year prison sentence . Griner released a statement via her lawyer to all her fans and supporter… [sic] Griner is serving a 9-year jail sentence for nine years .,"('brittney', 0.4012)"
167,Rolling Stone,2022-10-17,Elon Musk Can’t Stop Peddling Putin Propaganda,Elon Musk has taken some time off from his protracted legal battle with Twitter to try to end the war in Ukraine. The world’s richest man earlier this month drew intense scrutiny for advocating a pea… [+3942 chars],Elon Musk Can ’ Stop Peddling Putin Propaganda,Elon Musk taken time protracted legal battle Twitter try end war Ukraine . The world ’ richest man earlier month drew intense scrutiny advocating pea… [ +3942 chars ],English,https://www.rollingstone.com/politics/politics-news/elon-musk-peddling-putin-propaganda-ukraine-crimea-1234612343/,https://www.rollingstone.com/wp-content/uploads/2022/10/elon-musk-parroting-putin.jpg?w=500&h=375&crop=1,Unknown,Unknown,True,newsAPI, The world’s richest man earlier this month drew intense scrutiny for advocating a pea pea . Musk has taken some time off from his protracted legal battle with Twitter to try to end the war in Ukraine . The world's richest man has taken a break from his legal battle to try and end the Ukraine war .,"('musk', 0.5973)"
168,BBC News,2022-10-18,Ukraine round-up: Kyiv strikes and German spy chief fired,"At least three people have been killed by Russian strikes in the Ukrainian capital Kyiv, as Moscow continues to target key infrastructure across the country. 
Kyiv Mayor Vitaliy Klitschko said that … [+4112 chars]",Ukraine round-up : Kyiv strikes German spy chief fired,"At least three people killed Russian strikes Ukrainian capital Kyiv , Moscow continues target key infrastructure across country . Kyiv Mayor Vitaliy Klitschko said … [ +4112 chars ]",English,https://www.bbc.co.uk/news/world-europe-63301865,https://ichef.bbci.co.uk/news/1024/branded_news/702B/production/_127251782_gettyimages-1244055804.jpg,Unknown,Unknown,True,newsAPI," At least three people have been killed by Russian strikes in the Ukrainian capital Kyiv, as Moscow continues to target key infrastructure across the country . Kyiv Mayor Vitaliy Klitschko said that the strikes targeted key infrastructure in the country's capital, Kyiv . Russian strikes have killed at least 3 people, including three people, in the city .","('kyiv', 0.455)"
169,ABC News,2022-10-18,Jury begins deliberations in case against 'Steele dossier' 'collector',"A federal jury in Alexandria, Virginia, is deliberating the fate of Igor Danchenko, the Russian national accused of lying to federal investigators about information he collected in 2016 for former Br… [+3313 chars]",Jury begins deliberations case 'Steele dossier ' 'collector ',"A federal jury Alexandria , Virginia , deliberating fate Igor Danchenko , Russian national accused lying federal investigators information collected 2016 former Br… [ +3313 chars ]",English,https://abcnews.go.com/US/jury-begins-deliberations-case-steele-dossier-collector/story?id=91642931,https://s.abcnews.com/images/US/igor-danchenko-trial-gty-jef-221017_1666040929846_hpMain_16x9_992.jpg,Unknown,Unknown,True,newsAPI," A federal jury in Alexandria, Virginia, is deliberating the fate of Igor Danchenko, a Russian national accused of lying to federal investigators about information he collected in 2016 for former President Barack Obama . The jury is also deliberating on whether to convict him of lying about information collected for former president .","('danchenko', 0.6044)"
170,Al Jazeera English,2022-10-18,Estonia’s parliament declares Russia a ‘terrorist regime’,"Estonian lawmakers have adopted a statement that declares Russia a terrorist regime and condemns its recent annexation of four Ukrainian territories.
Of the 101 MPs, 88 on Tuesday voted in favour, 1… [+1833 chars]",Estonia ’ parliament declares Russia ‘ terrorist regime ’,"Estonian lawmakers adopted statement declares Russia terrorist regime condemns recent annexation four Ukrainian territories . Of 101 MPs , 88 Tuesday voted favour , 1… [ +1833 chars ]",English,https://www.aljazeera.com/news/2022/10/18/estonia-parliament-declares-russia-a-terrorist-regime,https://www.aljazeera.com/wp-content/uploads/2022/10/Estonia.jpg?resize=1200%2C675,Unknown,Unknown,True,newsAPI," Estonian lawmakers have adopted a statement that declares Russia a terrorist regime and condemns its recent annexation of four Ukrainian territories . Of the 101 MPs, 88 on Tuesday voted in favour, 1 of them voted for the statement . Estonia has declared Russia a 'terrorist regime' and condemned its annexation of Ukraine's Crimea .","('estonian', 0.3778)"
171,The Guardian,2022-10-16,"‘We don’t sleep well’: Russians strike at 2am, 4am and 6am, says Zaporizhzhia governor","The Russian missiles come to Zaporizhzhia when the peoples dreams are at their deepest, says Oleksandr Starukh.
The governor of this south-eastern region of Ukraine since 2020, Starukh, 49, took the… [+7824 chars]","‘ We ’ sleep well ’ : Russians strike 2am , 4am 6am , says Zaporizhzhia governor","The Russian missiles come Zaporizhzhia peoples dreams deepest , says Oleksandr Starukh . The governor south-eastern region Ukraine since 2020 , Starukh , 49 , took the… [ +7824 chars ]",English,https://www.theguardian.com/world/2022/oct/16/we-dont-sleep-well-russians-strike-at-2am-4am-and-6am-says-zaporizhzhia-governor,https://i.guim.co.uk/img/media/0bf5f2e4628d29d57f62f6f7ae1aa917355611f8/0_502_7959_4776/master/7959.jpg?width=1200&height=630&quality=85&auto=format&fit=crop&overlay-align=bottom%2Cleft&overlay-width=100p&overlay-base64=L2ltZy9zdGF0aWMvb3ZlcmxheXMvdGctZGVmYXVsdC5wbmc&enable=upscale&s=3f5b9bd2cb680ccba17428a4d6c491a3,Unknown,Unknown,True,newsAPI," The Russian missiles come to Zaporizhzhia when the peoples dreams are at their deepest, says Oleksandr Starukh . The governor of this south-eastern region of Ukraine since 2020, Oleksander Starukkh, 49, took the post .","('missiles', 0.5265)"
