,Author,Published Date,Title,Text,Title_without_stopwords,Text_without_stopwords,Language,Site_url,Main_img_url,Type,Label,hasImage,camefrom
144,Business Insider,2022-10-04,"The Russian journalist who protested on live TV is on Russia's wanted list after she escaped house arrest and fled, authorities say","A Russian journalist who protested the invasion of Ukraine, including live on state TV, is now on a wanted list after authorities said she escaped her house arrest and fled.
Marina Ovsyannikova repe¡¦ [+2025 chars]","The Russian journalist protested live TV Russia 's wanted list escaped house arrest fled , authorities say","A Russian journalist protested invasion Ukraine , including live state TV , wanted list authorities said escaped house arrest fled . Marina Ovsyannikova repe¡¦ [ +2025 chars ]",English,https://www.businessinsider.com/russia-former-journalist-protested-war-escaped-house-arrest-authorities-said-2022-10,https://i.insider.com/633bf5b86427060019ef2bf8?width=1200&format=jpeg,Unknown,Unknown,TRUE,newsAPI
145,Insiderintelligence.com,2022-10-03,Mastercard teams up with Inswitch to expand digital payment solutions in Latin America,"The news: Mastercard partnered with US-based fintech as a service provider Inswitch to offer payment solutions and issuing programs to businesses across Latin America and the Caribbean, per a press r¡¦ [+2604 chars]",Mastercard teams Inswitch expand digital payment solutions Latin America,"The news : Mastercard partnered US-based fintech service provider Inswitch offer payment solutions issuing programs businesses across Latin America Caribbean , per press r¡¦ [ +2604 chars ]",English,https://www.insiderintelligence.com/content/mastercard-teams-up-with-inswitch-expand-digital-payment-solutions-latin-america,"https://www.insiderintelligence.com/content/storage/socialsharingdefault/default-image-share.png?im=FitAndFill,width=1200,height=630",Unknown,Unknown,TRUE,newsAPI
146,Autoblog,2022-10-03,Musk starts Twitter war over Ukraine peace plan that's a tweet,"A man walks through the ruins of a building in the city of Kadiivka (Stakhanov) in the Luhansk region, Ukraine, which Moscow claims is Russian territory. (Reuters)
UNITED NATIONS Billionaire Elon Mu¡¦ [+2507 chars]",Musk starts Twitter war Ukraine peace plan 's tweet,"A man walks ruins building city Kadiivka ( Stakhanov ) Luhansk region , Ukraine , Moscow claims Russian territory . ( Reuters ) UNITED NATIONS Billionaire Elon Mu¡¦ [ +2507 chars ]",English,https://www.autoblog.com/2022/10/03/elon-musk-ukraine-peace-plan-twitter/,https://o.aolcdn.com/images/dims3/GLOB/legacy_thumbnail/1062x597/format/jpg/quality/100/https://s.yimg.com/os/creatr-uploaded-images/2022-09/b1747d00-4366-11ed-bfd7-c40f0478c0e3,Unknown,Unknown,TRUE,newsAPI
147,Yahoo Entertainment,2022-10-03,Fleeing Russians follow path of 1917 refugees to Istanbul,"ISTANBUL (AP) Vladimir Putins military draft changed everything for the tens of thousands of Russians who have fled their country since the Russian leader's mobilization was announced last month, acc¡¦ [+4608 chars]",Fleeing Russians follow path 1917 refugees Istanbul,"ISTANBUL ( AP ) Vladimir Putins military draft changed everything tens thousands Russians fled country since Russian leader 's mobilization announced last month , acc¡¦ [ +4608 chars ]",English,https://news.yahoo.com/fleeing-russians-path-1917-refugees-104819727.html,https://s.yimg.com/ny/api/res/1.2/U.foGrj0Nsdtg9DLgYWgGw--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD04MDA-/https://media.zenfs.com/en/ap.org/a320f7da0122b1c4f74e408ffefc7115,Unknown,Unknown,TRUE,newsAPI
148,BBC News,2022-10-02,Mark Hamill on speaking to Zelensky about Star Wars,"Star Wars legend Hamill said that it was not hard to ""extrapolate an evil empire with Russia invading a sovereign nation [Ukraine]"".
Speaking to the BBC's Sunday with Laura Kuenssberg, the actor sai¡¦ [+85 chars]",Mark Hamill speaking Zelensky Star Wars,"Star Wars legend Hamill said hard `` extrapolate evil empire Russia invading sovereign nation [ Ukraine ] '' . Speaking BBC 's Sunday Laura Kuenssberg , actor sai¡¦ [ +85 chars ]",English,https://www.bbc.co.uk/news/av/entertainment-arts-63107183,https://ichef.bbci.co.uk/news/1024/branded_news/2618/production/_126925790_p0d42hjy.jpg,Unknown,Unknown,TRUE,newsAPI
149,The Atlantic,2022-10-04,Russia¡¯s Nuclear Bluster Is a Sign of Panic,"Margarita Simonyan, the editor in chief of RT and one of Russia¡¯s top propagandists, has in the space of seven months gone from supreme confidence that Kyiv would fall in days to something like despa¡¦ [+8906 chars]",Russia ¡¯ Nuclear Bluster Is Sign Panic,"Margarita Simonyan , editor chief RT one Russia ¡¯ top propagandists , space seven months gone supreme confidence Kyiv would fall days something like despa¡¦ [ +8906 chars ]",English,https://www.theatlantic.com/ideas/archive/2022/10/putin-nuclear-weapons-threat-us-sanctions-military/671642/?utm_source=feed,,Unknown,Unknown,FALSE,newsAPI
150,Reuters,2022-10-03,"China likely to boost oil products exports into early 2023, support economy - Reuters","Oct 3 (Reuters) - Chinese refiners are likely to boost refined oil products exports in the last two months of 2022 and into early 2023 after receiving the biggest allocation from Beijing this year, t¡¦ [+3440 chars]","China likely boost oil products exports early 2023 , support economy - Reuters","Oct 3 ( Reuters ) - Chinese refiners likely boost refined oil products exports last two months 2022 early 2023 receiving biggest allocation Beijing year , t¡¦ [ +3440 chars ]",English,https://www.reuters.com/business/energy/china-likely-boost-oil-products-exports-into-early-2023-support-economy-2022-10-03/,https://www.reuters.com/resizer/FUSdS-edByu3sgHHMywyxin6Q5o=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/MWBP3RIWX5MTVMQQ6WASJSAXC4.jpg,Unknown,Unknown,TRUE,newsAPI
151,Reuters,2022-10-03,Ukrainian pensioner who lost legs defies Russian occupation - Reuters,"ZAPORIZHZHIA, Ukraine, Oct 3 (Reuters) - More than half a century after gangrene claimed his legs up to his hips and all of his fingers, Hryhoriy Yanchenko joined the Ukrainian resistance to Russia's¡¦ [+3620 chars]",Ukrainian pensioner lost legs defies Russian occupation - Reuters,"ZAPORIZHZHIA , Ukraine , Oct 3 ( Reuters ) - More half century gangrene claimed legs hips fingers , Hryhoriy Yanchenko joined Ukrainian resistance Russia's¡¦ [ +3620 chars ]",English,https://www.reuters.com/world/europe/ukrainian-pensioner-who-lost-legs-defies-russian-occupation-2022-10-03/,https://www.reuters.com/resizer/3-KTDd7LS1AEaxnUxeD5778ITKY=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/KMNKUPXX6JIPFF5ZUGPL3WIEQM.jpg,Unknown,Unknown,TRUE,newsAPI
152,Reuters,2022-10-03,Greece to present proposal on EU gas price cap this week - energy minister - Reuters,"ATHENS, Oct 3 (Reuters) - Greece will submit a technical proposal for a cap on natural gas prices to the European Commision later this week following consultations with other European countries, its ¡¦ [+2608 chars]",Greece present proposal EU gas price cap week - energy minister - Reuters,"ATHENS , Oct 3 ( Reuters ) - Greece submit technical proposal cap natural gas prices European Commision later week following consultations European countries , ¡¦ [ +2608 chars ]",English,https://www.reuters.com/business/energy/greece-present-proposal-eu-gas-price-cap-this-week-energy-minister-2022-10-03/,https://www.reuters.com/resizer/16ts8wHGTJIPTnWp3H0fpUQ4R_g=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/HZXIKPRFWBLRBKUPY6XUTJHWUE.jpg,Unknown,Unknown,TRUE,newsAPI
153,Reuters,2022-10-04,Breakingviews - Abu Dhabi would be a logical owner for Gunvor - Reuters,"LONDON, Oct 4 (Reuters Breakingviews) - Mohammed bin Zayed al-Nahyan may be about to deploy his fossil fuel windfall. The Abu Dhabi National Oil Company (ADNOC), one of the United Arab Emirates presi¡¦ [+3249 chars]",Breakingviews - Abu Dhabi would logical owner Gunvor - Reuters,"LONDON , Oct 4 ( Reuters Breakingviews ) - Mohammed bin Zayed al-Nahyan may deploy fossil fuel windfall . The Abu Dhabi National Oil Company ( ADNOC ) , one United Arab Emirates presi¡¦ [ +3249 chars ]",English,https://www.reuters.com/breakingviews/abu-dhabi-would-be-logical-owner-gunvor-2022-10-04/,https://www.reuters.com/resizer/rHelqYsvFPVva_d59tweDLryKuo=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/QCKBB2JGTJOMRPC2QB263BJCII.jpg,Unknown,Unknown,TRUE,newsAPI
154,The Guardian,2022-10-02,Petraeus: US would destroy Russia¡¯s troops if Putin uses nuclear weapons in Ukraine,"The US and its allies would destroy Russias troops and equipment in Ukraine as well as sink its Black sea fleet if Russian president Vladimir Putin uses nuclear weapons in thecountry, former CIA dire¡¦ [+3741 chars]",Petraeus : US would destroy Russia ¡¯ troops Putin uses nuclear weapons Ukraine,"The US allies would destroy Russias troops equipment Ukraine well sink Black sea fleet Russian president Vladimir Putin uses nuclear weapons thecountry , former CIA dire¡¦ [ +3741 chars ]",English,https://amp.theguardian.com/world/2022/oct/02/us-russia-putin-ukraine-war-david-petraeus,https://i.guim.co.uk/img/media/ee4df4f4cfe420d008612daf61b10c01ce245965/0_128_3500_2099/master/3500.jpg?width=1200&height=630&quality=85&auto=format&fit=crop&overlay-align=bottom%2Cleft&overlay-width=100p&overlay-base64=L2ltZy9zdGF0aWMvb3ZlcmxheXMvdGctZGVmYXVsdC5wbmc&enable=upscale&s=fa67cbea1b051ed2eb16e5bf379a368d,Unknown,Unknown,TRUE,newsAPI
155,ABC News,2022-10-04,Biden consults Japan PM Kishida after N. Korea missile test,WASHINGTON -- President Joe Biden on Tuesday spoke with Japanese Prime Minister Fumio Kishida to discuss their next steps after North Korea conducted its longest ever test launch by firing a nuclear-¡¦ [+2244 chars],Biden consults Japan PM Kishida N. Korea missile test,WASHINGTON -- President Joe Biden Tuesday spoke Japanese Prime Minister Fumio Kishida discuss next steps North Korea conducted longest ever test launch firing nuclear-¡¦ [ +2244 chars ],English,https://abcnews.go.com/Politics/wireStory/biden-consults-japan-pm-kishida-korea-missile-test-90985455,https://s.abcnews.com/images/Politics/WireAP_598af2947eb1408a9b68ba0fc3d81d3c_16x9_992.jpg,Unknown,Unknown,TRUE,newsAPI
156,Theregister.com,2022-10-04,Nvidia finally pulls shutters down on its Russian offices,GPU maker Nvidia is shutting down its operations in Russia following its earlier decision to stop selling products there. The company is said to be offering employees the chance to continue working f¡¦ [+2366 chars],Nvidia finally pulls shutters Russian offices,GPU maker Nvidia shutting operations Russia following earlier decision stop selling products . The company said offering employees chance continue working f¡¦ [ +2366 chars ],English,https://www.theregister.com/2022/10/04/nvidia_russia_offices/,https://regmedia.co.uk/2022/03/23/shutterstock_exit_russia.jpg,Unknown,Unknown,TRUE,newsAPI
157,The Guardian,2022-10-02,"Ukrainian refugees among 40,000 to run ¡®special¡¯ London Marathon","On a day when the capitals streets basked in permanent smiles and unexpected sunshine, more than 40,000 runners from 18 to 89 created their own special London Marathon memories. Some stories, though,¡¦ [+3030 chars]","Ukrainian refugees among 40,000 run ¡® special ¡¯ London Marathon","On day capitals streets basked permanent smiles unexpected sunshine , 40,000 runners 18 89 created special London Marathon memories . Some stories , though , ¡¦ [ +3030 chars ]",English,https://amp.theguardian.com/sport/2022/oct/02/ukrainian-refugees-among-40000-to-run-special-london-marathon,https://i.guim.co.uk/img/media/2952be1332592ae83599de1d777eb49fe9d27ec4/0_182_5472_3283/master/5472.jpg?width=1200&height=630&quality=85&auto=format&fit=crop&overlay-align=bottom%2Cleft&overlay-width=100p&overlay-base64=L2ltZy9zdGF0aWMvb3ZlcmxheXMvdGctZGVmYXVsdC5wbmc&enable=upscale&s=090218ee5115d06405ef83c0b63cb625,Unknown,Unknown,TRUE,newsAPI
158,ABC News,2022-10-04,Rex Tillerson testifies he never asked Tom Barrack to 'conduct any diplomacy' for US,Former Secretary of State Rex Tillerson testified Monday during the illegal foreign lobbying trial of former Donald Trump ally Tom Barrack that he never asked Barrack to undertake any diplomacy on be¡¦ [+3915 chars],Rex Tillerson testifies never asked Tom Barrack 'conduct diplomacy ' US,Former Secretary State Rex Tillerson testified Monday illegal foreign lobbying trial former Donald Trump ally Tom Barrack never asked Barrack undertake diplomacy be¡¦ [ +3915 chars ],English,https://abcnews.go.com/Politics/trumps-1st-secretary-state-testifies-asked-tom-barrack/story?id=90939437,https://s.abcnews.com/images/Politics/rex-tillerson-donald-trump-02-gty-llr-221003_1664833571859_hpMain_16x9_992.jpg,Unknown,Unknown,TRUE,newsAPI
159,Compactmag.com,2022-10-03,¡°Britain should be viewed as a canary in the coal mine¡±,"On Sept. 23, Britains new prime minister, Liz Truss, announced her budget. Soon after, British bond markets went haywire, and the pound sterling started to plummetas did support for her party: Trusss¡¦ [+3865 chars]",¡° Britain viewed canary coal mine ¡±,"On Sept. 23 , Britains new prime minister , Liz Truss , announced budget . Soon , British bond markets went haywire , pound sterling started plummetas support party : Trusss¡¦ [ +3865 chars ]",English,https://compactmag.com/article/the-pound-s-warning-for-europe,https://cdn.sanity.io/images/rqbxxjr2/production/8ed283b9dc1854ae4a3fb5ceff2f3b4a68364279-5315x3543.jpg?w=1200&h=630,Unknown,Unknown,TRUE,newsAPI
160,USA Today,2022-10-03,FBI officials: No credible threats to US election systems ahead of midterms,"WASHINGTON?? Federal authorities have identified no credible threats to U.S. election systems despite persistent efforts by foreign adversaries, including Russia, to amplify disinformation about vote¡¦ [+1430 chars]",FBI officials : No credible threats US election systems ahead midterms,"WASHINGTON ? Federal authorities identified credible threats U.S. election systems despite persistent efforts foreign adversaries , including Russia , amplify disinformation vote¡¦ [ +1430 chars ]",English,https://www.usatoday.com/story/news/politics/elections/2022/10/03/fbi-no-credible-threats-midterm-election/8166091001/,"https://www.gannett-cdn.com/presto/2021/02/21/USAT/431d5c9b-6482-4a9e-bae5-9318604803ee-FBI.jpg?auto=webp&crop=4895,2753,x1,y511&format=pjpg&width=1200",Unknown,Unknown,TRUE,newsAPI
161,Bleacher Report,2022-10-03,Brittney Griner's Appeal over Prison Sentence Set for October 25 by Russian Court,"KIRILL KUDRYAVTSEV/POOL/AFP via Getty Images
Brittney Griner will appeal her nine-year prison sentence during a hearing in Russian court on Oct. 25, according to Vladimir Isachenkov of the Associate¡¦ [+718 chars]",Brittney Griner 's Appeal Prison Sentence Set October 25 Russian Court,"KIRILL KUDRYAVTSEV/POOL/AFP via Getty Images Brittney Griner appeal nine-year prison sentence hearing Russian court Oct. 25 , according Vladimir Isachenkov Associate¡¦ [ +718 chars ]",English,https://bleacherreport.com/articles/10051092-brittney-griners-appeal-over-prison-sentence-set-for-october-25-by-russian-court,"https://media.bleacherreport.com/image/upload/c_fill,g_faces,w_3800,h_2000,q_95/v1664819383/ibxac4nk9luahfzcrn8c.jpg",Unknown,Unknown,TRUE,newsAPI
162,USA Today,2022-10-03,"Ukrainian troops overrun Russian forces, break through lines in recently annexed Kherson: Live updates","A Ukrainian counteroffensive that already has reclaimed thousands of miles is?breaking through Russian lines in the Kherson region recently annexed by Moscow, Kremlin-installed?officials said Monday.¡¦ [+2713 chars]","Ukrainian troops overrun Russian forces , break lines recently annexed Kherson : Live updates","A Ukrainian counteroffensive already reclaimed thousands miles breaking Russian lines Kherson region recently annexed Moscow , Kremlin-installed officials said Monday.¡¦ [ +2713 chars ]",English,https://www.usatoday.com/story/news/world/2022/10/03/ukraine-russia-invasion-live-updates/8166415001/,"https://www.gannett-cdn.com/presto/2022/10/03/USAT/938f6720-e43c-4f28-a135-add10cb950ad-AFP_AFP_32K996Z.jpg?auto=webp&crop=5686,3199,x0,y301&format=pjpg&width=1200",Unknown,Unknown,TRUE,newsAPI
