,Author,Published Date,Title,Text,Title_without_stopwords,Text_without_stopwords,Language,Site_url,Main_img_url,Type,Label,hasImage,camefrom
187,The New York Times,2022-09-07,Democrats Dodge 3rd-Party Challenge in N.Y.C. House Race,"Yuh-Line Niou, who finished second to Daniel Goldman in the Democratic primary for the 10th District seat, will not run on the Working Families Party line in November.",Democrats Dodge 3rd-Party Challenge N.Y.C . House Race,"Yuh-Line Niou , finished second Daniel Goldman Democratic primary 10th District seat , run Working Families Party line November .",English,https://www.nytimes.com/2022/09/06/nyregion/yuh-line-niou-goldman.html,,Unknown,Unknown,False,NYTimes
188,The New York Times,2022-09-07,"Massachusetts Picks Right-Wing Governor Nominee, Helping Democrats’ Outlook","The primary win by Geoff Diehl, a Trump endorsee, is likely to make it easier for Democrats to pick up an office that moderate Republicans have held for decades.","Massachusetts Picks Right-Wing Governor Nominee , Helping Democrats ’ Outlook","The primary win Geoff Diehl , Trump endorsee , likely make easier Democrats pick office moderate Republicans held decades .",English,https://www.nytimes.com/2022/09/06/us/politics/geoff-diehl-massachusetts-republican-governor.html,,Unknown,Unknown,False,NYTimes
189,International New York Times,2022-09-07,"With Money, Sponsors and Rival Golf Tours, It’s Hard to Keep Everyone Happy","Players from the PGA Tour, DP World Tour and the upstart LIV Golf series will all be competing at this week’s BMW PGA Championship in England.","With Money , Sponsors Rival Golf Tours , It ’ Hard Keep Everyone Happy","Players PGA Tour , DP World Tour upstart LIV Golf series competing week ’ BMW PGA Championship England .",English,https://www.nytimes.com/2022/09/07/sports/golf/bmw-pga-championship-liv-golf-pga-tour-sponsors.html,,Unknown,Unknown,False,NYTimes
190,International New York Times,2022-09-07,5 Players to Watch at the BMW PGA Championship,"One of these golfers could win the tournament at the Wentworth Club in Surrey, England.",5 Players Watch BMW PGA Championship,"One golfers could win tournament Wentworth Club Surrey , England .",English,https://www.nytimes.com/2022/09/07/sports/golf/players-bmw-pga-championship.html,,Unknown,Unknown,False,NYTimes
191,International New York Times,2022-09-07,Matt Fitzpatrick Talks About Life After Winning a Golf Major,"Having won the U.S. Open in June, Fitzpatrick could triumph at the BMW PGA Championship.",Matt Fitzpatrick Talks About Life After Winning Golf Major,"Having U.S. Open June , Fitzpatrick could triumph BMW PGA Championship .",English,https://www.nytimes.com/2022/09/07/sports/golf/matt-fitzpatrick-bmw-pga-championship.html,,Unknown,Unknown,False,NYTimes
192,International New York Times,2022-09-07,Gem-Studded Watches Are Not Just Status Symbols,Are gender-fluid fashion trends guiding Swiss brands to add more stones to their timepieces?,Gem-Studded Watches Are Not Just Status Symbols,Are gender-fluid fashion trends guiding Swiss brands add stones timepieces ?,English,https://www.nytimes.com/2022/09/07/fashion/watches-gemstones-rolex.html,,Unknown,Unknown,False,NYTimes
193,The New York Times,2022-09-07,Struggling Seaside Town Shows Challenges for New U.K. Leader,"Blackpool contains one of the most deprived areas to turn to the Conservatives in Britain’s last general election. But with costs rising, there are already signs of cracks in that support.",Struggling Seaside Town Shows Challenges New U.K. Leader,"Blackpool contains one deprived areas turn Conservatives Britain ’ last general election . But costs rising , already signs cracks support .",English,https://www.nytimes.com/2022/09/07/world/europe/uk-truss-blackpool-conservative-party.html,,Unknown,Unknown,False,NYTimes
194,The New York Times,2022-09-07,A Nuclear Power Plant on Ukraine’s Front Lines,"Fighting at the Zaporizhzhia facility has become a critical flash point in the war, setting off a race to prevent disaster.",A Nuclear Power Plant Ukraine ’ Front Lines,"Fighting Zaporizhzhia facility become critical flash point war , setting race prevent disaster .",English,https://www.nytimes.com/2022/09/07/podcasts/the-daily/ukraine-war-zaporizhzhia-nuclear-plant.html,,Unknown,Unknown,False,NYTimes
195,The New York Times,2022-09-07,Brooklyn Prosecutors Seek to Throw Out Scores of Convictions,The 378 cases — mostly low-level drug and traffic offenses — relied on the work of 13 police officers who were later convicted of crimes.,Brooklyn Prosecutors Seek Throw Out Scores Convictions,The 378 cases — mostly low-level drug traffic offenses — relied work 13 police officers later convicted crimes .,English,https://www.nytimes.com/2022/09/07/nyregion/brooklyn-prosecutors-convictions.html,,Unknown,Unknown,False,NYTimes
196,The New York Times,2022-09-07,Lawmakers Press Biden to Track U.S. Aid Tied to Civilian Harm in Yemen,Democrats and Republicans want the administration to do more to ensure that American military aid to Saudi Arabia and the United Arab Emirates does not contribute to civilian casualties.,Lawmakers Press Biden Track U.S. Aid Tied Civilian Harm Yemen,Democrats Republicans want administration ensure American military aid Saudi Arabia United Arab Emirates contribute civilian casualties .,English,https://www.nytimes.com/2022/09/07/us/politics/biden-aid-yemen-saudi-arabia.html,,Unknown,Unknown,False,NYTimes
197,The New York Times,2022-09-07,Rushdie Case Prosecutors Ask for Delay to Pore Over Mountain of Evidence,"The district attorney said there were 30,000 files and pieces of evidence in the stabbing of the writer Salman Rushdie.",Rushdie Case Prosecutors Ask Delay Pore Over Mountain Evidence,"The district attorney said 30,000 files pieces evidence stabbing writer Salman Rushdie .",English,https://www.nytimes.com/2022/09/07/nyregion/salman-rushdie-stabbing.html,,Unknown,Unknown,False,NYTimes
198,The New York Times,2022-09-07,Truss Forms a Cabinet Diverse in Background but Not in Ideology,"Britain’s new prime minister, Liz Truss, has recruited cabinet members from diverse backgrounds, though her inner circle retains a hard Conservative edge.",Truss Forms Cabinet Diverse Background Not Ideology,"Britain ’ new prime minister , Liz Truss , recruited cabinet members diverse backgrounds , though inner circle retains hard Conservative edge .",English,https://www.nytimes.com/2022/09/07/world/europe/uk-liz-truss-cabinet.html,,Unknown,Unknown,False,NYTimes
199,The New York Times,2022-09-08,The Legend on Lexington,"It’s where Sean Combs got his start in fashion, Sarah Jessica Parker bought her Calvins and André Leon Talley rode the escalator with Givenchy. Memories of 150 years at Bloomingdale’s.",The Legend Lexington,"It ’ Sean Combs got start fashion , Sarah Jessica Parker bought Calvins André Leon Talley rode escalator Givenchy . Memories 150 years Bloomingdale ’ .",English,https://www.nytimes.com/2022/09/08/style/bloomingdales-150-years.html,,Unknown,Unknown,False,NYTimes
200,The New York Times,2022-09-08,15 Works of Nonfiction to Read This Fall,"An examination of the 1921 Tulsa massacre’s continued resonance today, Siddhartha Mukherjee’s sweeping history of the cell, a dive into the forces that shaped Donald J. Trump and more.",15 Works Nonfiction Read This Fall,"An examination 1921 Tulsa massacre ’ continued resonance today , Siddhartha Mukherjee ’ sweeping history cell , dive forces shaped Donald J. Trump .",English,https://www.nytimes.com/2022/09/08/books/new-nonfiction-books-fall-2022.html,,Unknown,Unknown,False,NYTimes
201,The New York Times,2022-09-08,How Book Bans Turned a Texas Town Upside Down,"In a political environment where book-banning efforts are being used to drive voter sentiment, librarians find themselves on the front lines.",How Book Bans Turned Texas Town Upside Down,"In political environment book-banning efforts used drive voter sentiment , librarians find front lines .",English,https://www.nytimes.com/2022/09/08/magazine/book-bans-texas.html,,Unknown,Unknown,False,NYTimes
202,The New York Times,2022-09-08,15 Memoirs and Biographies to Read This Fall,"New autobiographies from Jemele Hill, Matthew Perry and Hua Hsu are in the mix, along with books about Martha Graham, Agatha Christie and more.",15 Memoirs Biographies Read This Fall,"New autobiographies Jemele Hill , Matthew Perry Hua Hsu mix , along books Martha Graham , Agatha Christie .",English,https://www.nytimes.com/2022/09/08/books/new-memoirs-biographies-fall-2022.html,,Unknown,Unknown,False,NYTimes
203,The New York Times,2022-09-08,What Antarctica’s Disintegration Asks of Us,What if we saw Antarctica as a harbinger of transformation rather than doom?,What Antarctica ’ Disintegration Asks Us,What saw Antarctica harbinger transformation rather doom ?,English,https://www.nytimes.com/2022/09/08/opinion/environment/antarctica-ice-sheet-climate-change.html,,Unknown,Unknown,False,NYTimes
204,The New York Times,2022-09-08,33 Works of Fiction and Poetry Coming This Fall,"Cormac McCarthy will publish two new novels; Alan Moore, the author of “Watchmen,” is releasing a story collection; and books from Celeste Ng, Andrew Sean Greer, Elizabeth Strout are on the way.",33 Works Fiction Poetry Coming This Fall,"Cormac McCarthy publish two new novels ; Alan Moore , author “ Watchmen , ” releasing story collection ; books Celeste Ng , Andrew Sean Greer , Elizabeth Strout way .",English,https://www.nytimes.com/2022/09/08/books/new-fiction-fall-2022.html,,Unknown,Unknown,False,NYTimes
205,The New York Times,2022-09-08,Is California Jump-Starting the Electric Vehicle Revolution?,A new rule aiming to reduce emissions could set off a major shift in the automobile industry.,Is California Jump-Starting Electric Vehicle Revolution ?,A new rule aiming reduce emissions could set major shift automobile industry .,English,https://www.nytimes.com/2022/09/08/podcasts/the-daily/california-electric-vehicles.html,,Unknown,Unknown,False,NYTimes
206,The New York Times,2022-09-08,More Than 90 Art Shows and Exhibitions to See This Fall,"Highlights include grand retrospectives of Alex Katz and Wolfgang Tillmans, a titanic assembly of van Gogh and a celebration of the pioneering Just Above Midtown gallery.",More Than 90 Art Shows Exhibitions See This Fall,"Highlights include grand retrospectives Alex Katz Wolfgang Tillmans , titanic assembly van Gogh celebration pioneering Just Above Midtown gallery .",English,https://www.nytimes.com/2022/09/08/arts/design/art-design-fall-season.html,,Unknown,Unknown,False,NYTimes
207,The New York Times,2022-09-08,"Classical Music and Opera This Fall: 59 Programs, Premieres and More","Among the highlights: the reopening of David Geffen Hall, the premiere of ‘The Hours’ at the Met and visits from the Berlin and Los Angeles Philharmonics.","Classical Music Opera This Fall : 59 Programs , Premieres More","Among highlights : reopening David Geffen Hall , premiere ‘ The Hours ’ Met visits Berlin Los Angeles Philharmonics .",English,https://www.nytimes.com/2022/09/08/arts/music/classical-music-opera-fall-season.html,,Unknown,Unknown,False,NYTimes
208,The New York Times,2022-09-08,"159 Films, for Every Taste, Coming This Fall","From art house to hellhouse and back, here’s a select list of the most anticipated titles this season, including “The Fabelmans,” “White Noise” and more.","159 Films , Every Taste , Coming This Fall","From art house hellhouse back , ’ select list anticipated titles season , including “ The Fabelmans , ” “ White Noise ” .",English,https://www.nytimes.com/2022/09/08/movies/films-this-fall.html,,Unknown,Unknown,False,NYTimes
209,The New York Times,2022-09-08,U.K.’s New Leader Lays Out Sweeping Plan to Cap Energy Prices,"Facing severe economic headwinds, Prime Minister Liz Truss announced emergency measures to freeze gas and electricity rates.",U.K. ’ New Leader Lays Out Sweeping Plan Cap Energy Prices,"Facing severe economic headwinds , Prime Minister Liz Truss announced emergency measures freeze gas electricity rates .",English,https://www.nytimes.com/2022/09/08/world/europe/uk-truss-energy.html,,Unknown,Unknown,False,NYTimes
210,The New York Times,2022-09-08,What We're Reading This Fall,"Good news, book lovers: This is a great season to be a reader. Let us help you find your next book.",What We 're Reading This Fall,"Good news , book lovers : This great season reader . Let us help find next book .",English,https://www.nytimes.com/interactive/2022/books/fall-books.html,,Unknown,Unknown,False,NYTimes
211,The New York Times,2022-09-08,"Live by the Trump, Die by the Trump",Republicans’ amoral alliance with the former president may well be a midterms curse.,"Live Trump , Die Trump",Republicans ’ amoral alliance former president may well midterms curse .,English,https://www.nytimes.com/2022/09/08/opinion/trump-republicans-midterms.html,,Unknown,Unknown,False,NYTimes
212,The New York Times,2022-09-08,Independent 20th Century’s Artists in a Cozy New Fair Spinoff,"Just 32 booths this year, a show of artists both famous and unknown at the southern tip of Manhattan is high quality — and sometimes thrilling.",Independent 20th Century ’ Artists Cozy New Fair Spinoff,"Just 32 booths year , show artists famous unknown southern tip Manhattan high quality — sometimes thrilling .",English,https://www.nytimes.com/2022/09/08/arts/design/independent-art-fair.html,,Unknown,Unknown,False,NYTimes
213,The New York Times,2022-09-08,Balmoral Castle has a long history as a royal retreat in the Scottish Highlands.,"Her family says Queen Elizabeth is happiest at the sprawling estate, her primary summer residence.",Balmoral Castle long history royal retreat Scottish Highlands .,"Her family says Queen Elizabeth happiest sprawling estate , primary summer residence .",English,https://www.nytimes.com/2022/09/08/world/europe/balmoral-castle-queen-elizabeth.html,,Unknown,Unknown,False,NYTimes
214,AP,2022-09-08,British Parliament Wishes the Queen Well Amid Health Concerns,"Lindsay Hoyle, the speaker of the House of Commons, sent “best wishes” to the queen, on behalf of the entire house.",British Parliament Wishes Queen Well Amid Health Concerns,"Lindsay Hoyle , speaker House Commons , sent “ best wishes ” queen , behalf entire house .",English,https://www.nytimes.com/video/world/europe/100000008524502/hoyle-queen-health.html,,Unknown,Unknown,False,NYTimes
215,The New York Times,2022-09-08,"Mourn the Queen, Not Her Empire",She helped obscure a bloody history of decolonization whose proportions and legacies have yet to be adequately acknowledged.,"Mourn Queen , Not Her Empire",She helped obscure bloody history decolonization whose proportions legacies yet adequately acknowledged .,English,https://www.nytimes.com/2022/09/08/opinion/queen-empire-decolonization.html,,Unknown,Unknown,False,NYTimes
216,The New York Times,2022-09-08,The Legacy of Elizabeth II: The Media Queen,"Queen Elizabeth II, the longest-reigning monarch in British history, died at the age of 96, leaving behind a legacy that blended the ancient and the modern with the help of mass media.",The Legacy Elizabeth II : The Media Queen,"Queen Elizabeth II , longest-reigning monarch British history , died age 96 , leaving behind legacy blended ancient modern help mass media .",English,https://www.nytimes.com/video/world/europe/100000004854374/elizabeth-ii-death-legacy-media-queen.html,,Unknown,Unknown,False,NYTimes
